10000000	0.062534
20000000	0.061145
30000000	0.100273
40000000	0.124916
50000000	0.195990
60000000	0.183029
70000000	0.209076
80000000	0.257243
90000000	0.294854
100000000	0.330913
110000000	0.326865
120000000	0.385338
130000000	0.444450
140000000	0.507857
150000000	0.552948
160000000	0.539662
170000000	0.531892
180000000	0.603283
190000000	0.618684
200000000	0.653450
